Name;Episode;Step;Drag;RecircArea;lift
Simu_lift;1;3500;0.010029782;-0.16257487;0.032251544
Simu_lift;1;3600;0.010385184;-0.1588845;-0.00794028
Simu_lift;1;3700;0.011132224;-0.16077012;-0.03386549
Simu_lift;1;3800;0.01056448;-0.16227716;-0.043235842
Simu_lift;1;3900;0.0113035925;-0.1609448;0.012152047
Simu_lift;1;4000;0.0118045;-0.1608321;0.08154392
Simu_lift;2;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;2;100;0.011394359;-0.15796858;0.0129326135
Simu_lift;2;200;0.011360245;-0.15992822;0.06763451
Simu_lift;2;300;0.010624362;-0.15703654;0.06782609
Simu_lift;2;400;0.01132107;-0.15907547;-0.009379296
Simu_lift;2;500;0.011331231;-0.15934214;-0.06663769
Simu_lift;2;600;0.011797024;-0.15547015;-0.101630844
Simu_lift;2;700;0.012132352;-0.15986209;-0.04637232
Simu_lift;2;800;0.013330075;-0.15506281;-0.009693767
Simu_lift;2;900;0.014995218;-0.15544376;0.049386404
Simu_lift;2;1000;0.014512198;-0.15622298;0.070882685
Simu_lift;2;1100;0.013313894;-0.15126455;0.08218782
Simu_lift;2;1200;0.013378601;-0.14572428;0.071479715
Simu_lift;2;1300;0.013856191;-0.14966917;0.041554887
Simu_lift;2;1400;0.01452788;-0.15291788;0.03245676
Simu_lift;2;1500;0.013726839;-0.15498827;0.034040548
Simu_lift;2;1600;0.013126543;-0.1554528;0.05107934
Simu_lift;2;1700;0.013634513;-0.1558934;0.03417564
Simu_lift;2;1800;0.013279423;-0.15378897;0.009877153
Simu_lift;2;1900;0.013392592;-0.15540372;-0.00426859
Simu_lift;2;2000;0.013003961;-0.158118;-0.0085185785
Simu_lift;2;2100;0.01249294;-0.15591106;0.005826837
Simu_lift;2;2200;0.012504581;-0.1568506;0.04931472
Simu_lift;2;2300;0.011301324;-0.15739347;0.056535393
Simu_lift;2;2400;0.011755546;-0.15761085;0.024197282
Simu_lift;2;2500;0.012889385;-0.15506954;-0.009874061
Simu_lift;2;2600;0.013542625;-0.1556987;-0.032909375
Simu_lift;2;2700;0.013513718;-0.15728898;0.0076962006
Simu_lift;2;2800;0.013581058;-0.15632173;0.055151377
Simu_lift;2;2900;0.01387337;-0.15502796;0.100045964
Simu_lift;2;3000;0.012561473;-0.15672371;0.088476144
Simu_lift;2;3100;0.012382362;-0.1567033;0.04206071
Simu_lift;2;3200;0.013745936;-0.15571515;-0.0014682834
Simu_lift;2;3300;0.0137687465;-0.1571385;-0.044257447
Simu_lift;2;3400;0.012298423;-0.15842552;-0.016773151
Simu_lift;2;3500;0.012581137;-0.15458314;-0.0137952445
Simu_lift;2;3600;0.012632699;-0.15541835;0.03931507
Simu_lift;2;3700;0.012958256;-0.15564142;0.051233295
Simu_lift;2;3800;0.013063494;-0.15674128;0.012490369
Simu_lift;2;3900;0.013398041;-0.15464005;-0.008618156
Simu_lift;2;4000;0.014000308;-0.15528183;-0.03273752
Simu_lift;3;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;3;100;0.011527744;-0.15900314;0.017075118
Simu_lift;3;200;0.0115262605;-0.16236663;0.038338564
Simu_lift;3;300;0.010310136;-0.16461036;0.01589785
Simu_lift;3;400;0.010820504;-0.16383436;-0.050188404
Simu_lift;3;500;0.010436836;-0.16545205;-0.08879636
Simu_lift;3;600;0.009027678;-0.1701029;-0.075428285
Simu_lift;3;700;0.008725275;-0.16582562;0.0070918244
Simu_lift;3;800;0.008500509;-0.16745538;0.040405132
Simu_lift;3;900;0.007556742;-0.1718326;0.044676185
Simu_lift;3;1000;0.0075367345;-0.16724527;-0.013566511
Simu_lift;3;1100;0.008249357;-0.16732451;-0.08344084
Simu_lift;3;1200;0.0076967785;-0.16955167;-0.093971506
Simu_lift;3;1300;0.008737937;-0.1663642;-0.025511777
Simu_lift;3;1400;0.009426147;-0.16561548;0.05445329
Simu_lift;3;1500;0.009081385;-0.16762955;0.074233614
Simu_lift;3;1600;0.0097261965;-0.16541691;0.06326072
Simu_lift;3;1700;0.010028642;-0.15899405;0.020170316
Simu_lift;3;1800;0.010121135;-0.16211726;-0.04340535
Simu_lift;3;1900;0.009136782;-0.16670829;-0.029920502
Simu_lift;3;2000;0.009938146;-0.16708346;0.022373935
Simu_lift;3;2100;0.009751321;-0.1639155;0.04415344
Simu_lift;3;2200;0.009948227;-0.16895911;0.044757407
Simu_lift;3;2300;0.009716001;-0.16874218;0.016458392
Simu_lift;3;2400;0.008450826;-0.16330093;-0.059772365
Simu_lift;3;2500;0.00697977;-0.1722218;-0.0558681
Simu_lift;3;2600;0.007312583;-0.16905643;-0.008967024
Simu_lift;3;2700;0.008457806;-0.16677277;0.055291362
Simu_lift;3;2800;0.008212157;-0.17364456;0.06012855
Simu_lift;3;2900;0.008230086;-0.1709223;0.03320885
Simu_lift;3;3000;0.008830283;-0.16407005;-0.048144665
Simu_lift;3;3100;0.008840411;-0.17158672;-0.05851478
Simu_lift;3;3200;0.0076102028;-0.17269208;-0.027055504
Simu_lift;3;3300;0.008483931;-0.16620584;0.031759597
Simu_lift;3;3400;0.007905519;-0.17049706;0.09032138
Simu_lift;3;3500;0.007052191;-0.16960129;0.06930448
Simu_lift;3;3600;0.008055942;-0.16326083;0.010269872
Simu_lift;3;3700;0.007981636;-0.1661822;-0.07016148
Simu_lift;3;3800;0.008113027;-0.16560699;-0.06187447
Simu_lift;3;3900;0.009054215;-0.1621205;-0.009562855
Simu_lift;3;4000;0.00964958;-0.16277581;0.057218134
Simu_lift;4;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;4;100;0.011337193;-0.15693642;0.0047837826
Simu_lift;4;200;0.011174872;-0.16060442;0.02211896
Simu_lift;4;300;0.01077777;-0.16074714;0.0068604564
Simu_lift;4;400;0.010875165;-0.15919977;-0.012942383
Simu_lift;4;500;0.010539834;-0.16090503;-0.06753221
Simu_lift;4;600;0.009929529;-0.15961194;-0.04754104
Simu_lift;4;700;0.010583485;-0.16050571;0.006964932
Simu_lift;4;800;0.011166269;-0.15985554;0.06395443
Simu_lift;4;900;0.010780544;-0.15810592;0.08395424
Simu_lift;4;1000;0.0117621375;-0.15574048;0.05748687
Simu_lift;4;1100;0.012993221;-0.15467463;0.005810944
Simu_lift;4;1200;0.013685255;-0.15614825;-0.034879614
Simu_lift;4;1300;0.0131995;-0.15487795;-0.04007616
Simu_lift;4;1400;0.013034674;-0.15468508;-0.0039222864
Simu_lift;4;1500;0.013681813;-0.15544127;0.029296383
Simu_lift;4;1600;0.013796526;-0.15443431;0.052667763
Simu_lift;4;1700;0.014378971;-0.1538412;0.034707792
Simu_lift;4;1800;0.01544823;-0.15448885;-0.027765976
Simu_lift;4;1900;0.017487766;-0.15445763;-0.030012172
Simu_lift;4;2000;0.016092172;-0.15464813;-0.02902568
Simu_lift;4;2100;0.01628329;-0.1541505;0.0048478106
Simu_lift;4;2200;0.016301578;-0.15428105;0.025111388
Simu_lift;4;2300;0.016407888;-0.15553443;0.049644914
Simu_lift;4;2400;0.013067374;-0.15194786;0.06282235
Simu_lift;4;2500;0.012367204;-0.14958343;0.04892713
Simu_lift;4;2600;0.012730407;-0.15250456;0.0356651
Simu_lift;4;2700;0.012412459;-0.15617107;0.017362649
Simu_lift;4;2800;0.012101146;-0.15599865;0.028041542
Simu_lift;4;2900;0.012239709;-0.15675695;0.05458525
Simu_lift;4;3000;0.011959195;-0.155517;0.03454025
Simu_lift;4;3100;0.011759217;-0.15863214;-0.03947972
Simu_lift;4;3200;0.01235934;-0.15870935;-0.053103782
Simu_lift;4;3300;0.011521803;-0.16285223;-0.020862425
Simu_lift;4;3400;0.0121610025;-0.16256082;0.019670945
Simu_lift;4;3500;0.012353836;-0.1608658;0.049664896
Simu_lift;4;3600;0.011389872;-0.16596924;0.04561755
Simu_lift;4;3700;0.009036537;-0.16446693;0.004295687
Simu_lift;4;3800;0.008598957;-0.16382343;-0.072859704
Simu_lift;4;3900;0.008317516;-0.1651586;-0.09667359
Simu_lift;4;4000;0.008593708;-0.16435893;-0.04647864
Simu_lift;5;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;5;100;0.011497594;-0.15950114;0.042131722
Simu_lift;5;200;0.011489384;-0.16080707;0.074765004
Simu_lift;5;300;0.010404017;-0.16423036;0.0403827
Simu_lift;5;400;0.011152022;-0.16103047;-0.015328962
Simu_lift;5;500;0.011578603;-0.16152439;-0.06348231
Simu_lift;5;600;0.010118204;-0.16521138;-0.064142846
Simu_lift;5;700;0.010134593;-0.16837282;0.018660076
Simu_lift;5;800;0.010281796;-0.16409956;0.07978034
Simu_lift;5;900;0.008745936;-0.16699566;0.1013456
Simu_lift;5;1000;0.008657988;-0.16605803;0.052798968
Simu_lift;5;1100;0.008360994;-0.1615584;-0.014223258
Simu_lift;5;1200;0.008098277;-0.16791682;-0.041272853
Simu_lift;5;1300;0.008052015;-0.16508494;-0.014593812
Simu_lift;5;1400;0.009200444;-0.16332029;0.026020374
Simu_lift;5;1500;0.009150942;-0.16562983;0.069066
Simu_lift;5;1600;0.009338799;-0.16876653;0.0366972
Simu_lift;5;1700;0.009881866;-0.16339311;-0.024945227
Simu_lift;5;1800;0.010961673;-0.16496384;-0.069191344
Simu_lift;5;1900;0.008810791;-0.16672887;-0.07948429
Simu_lift;5;2000;0.009081653;-0.1630305;-0.028315844
Simu_lift;5;2100;0.009810996;-0.16460411;0.059423923
Simu_lift;5;2200;0.009322273;-0.16765912;0.07938912
Simu_lift;5;2300;0.009666527;-0.1615929;0.07959875
Simu_lift;5;2400;0.0104599465;-0.15642007;0.023234535
Simu_lift;5;2500;0.010803222;-0.16079459;-0.0043423837
Simu_lift;5;2600;0.009784049;-0.16294655;-0.024027444
Simu_lift;5;2700;0.010739636;-0.16159366;0.029001232
Simu_lift;5;2800;0.011389511;-0.16205503;0.0777038
Simu_lift;5;2900;0.010726063;-0.1662212;0.0791923
Simu_lift;5;3000;0.009787362;-0.16685434;0.028005319
Simu_lift;5;3100;0.010559375;-0.16234253;-0.041681748
Simu_lift;5;3200;0.010051247;-0.1656665;-0.08146307
Simu_lift;5;3300;0.00861691;-0.16829345;-0.048220824
Simu_lift;5;3400;0.009703848;-0.16749176;0.038219433
Simu_lift;5;3500;0.009262145;-0.16421352;0.10219308
Simu_lift;5;3600;0.008844027;-0.1654386;0.09557389
Simu_lift;5;3700;0.009087266;-0.16444662;0.02596046
Simu_lift;5;3800;0.010183003;-0.16644414;-0.05746606
Simu_lift;5;3900;0.008879452;-0.16855395;-0.07188984
Simu_lift;5;4000;0.009505663;-0.16956069;-0.026971268
Simu_lift;6;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;6;100;0.011291043;-0.15736106;0.0065011294
Simu_lift;6;200;0.011245612;-0.16009285;0.05357612
Simu_lift;6;300;0.010716253;-0.1611743;0.032642476
Simu_lift;6;400;0.011391396;-0.15907887;-0.00018065982
Simu_lift;6;500;0.01103728;-0.15796565;-0.055180103
Simu_lift;6;600;0.0114200525;-0.16107883;-0.024773808
Simu_lift;6;700;0.0115490705;-0.16061653;0.02719143
Simu_lift;6;800;0.011249275;-0.15974401;0.061005108
Simu_lift;6;900;0.010574705;-0.165511;0.04668346
Simu_lift;6;1000;0.010759392;-0.16368549;-0.012760441
Simu_lift;6;1100;0.010513025;-0.163581;-0.07556502
Simu_lift;6;1200;0.009055496;-0.17035311;-0.079559855
Simu_lift;6;1300;0.0087338155;-0.1719457;-0.01631429
Simu_lift;6;1400;0.009165884;-0.1669945;0.053957835
Simu_lift;6;1500;0.008755545;-0.16897595;0.11384807
Simu_lift;6;1600;0.007828265;-0.1640775;0.10622996
Simu_lift;6;1700;0.008309812;-0.16560124;0.013754291
Simu_lift;6;1800;0.009038791;-0.16535348;-0.0692654
Simu_lift;6;1900;0.008994288;-0.16481182;-0.0856951
Simu_lift;6;2000;0.010121037;-0.15866826;-0.059372943
Simu_lift;6;2100;0.010605092;-0.1551135;-0.018478533
Simu_lift;6;2200;0.011198593;-0.15942644;0.013875247
Simu_lift;6;2300;0.010542703;-0.1607841;-0.00877121
Simu_lift;6;2400;0.011032921;-0.15897672;-0.047919407
Simu_lift;6;2500;0.011179443;-0.16081534;-0.07492591
Simu_lift;6;2600;0.010810511;-0.16175705;-0.07593059
Simu_lift;6;2700;0.010928977;-0.16193806;-0.015481987
Simu_lift;6;2800;0.01145259;-0.16003275;0.054609418
Simu_lift;6;2900;0.011710747;-0.1625;0.08209496
Simu_lift;6;3000;0.010518163;-0.16444725;0.04677645
Simu_lift;6;3100;0.011846549;-0.16039163;-0.012634044
Simu_lift;6;3200;0.010845381;-0.16205715;-0.03188053
Simu_lift;6;3300;0.010268365;-0.16592662;-0.02421351
Simu_lift;6;3400;0.010492222;-0.16221051;0.028608691
Simu_lift;6;3500;0.010829762;-0.1629226;0.07580824
Simu_lift;6;3600;0.009373417;-0.170505;0.04745859
Simu_lift;6;3700;0.008679848;-0.16904113;-0.017819362
Simu_lift;6;3800;0.009422761;-0.16834907;-0.06895481
Simu_lift;6;3900;0.007576037;-0.17328298;-0.088652715
Simu_lift;6;4000;0.007920875;-0.17128344;-0.004897924
Simu_lift;7;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;7;100;0.011484269;-0.15962237;0.03415173
Simu_lift;7;200;0.011528985;-0.16049841;0.07770681
Simu_lift;7;300;0.010448821;-0.16539471;0.030674139
Simu_lift;7;400;0.010479854;-0.15906858;-0.00045550184
Simu_lift;7;500;0.010894596;-0.1595797;-0.06273289
Simu_lift;7;600;0.0099817915;-0.16296047;-0.03685804
Simu_lift;7;700;0.009667147;-0.16049108;0.013522465
Simu_lift;7;800;0.0103191305;-0.16117254;0.04340209
Simu_lift;7;900;0.010405419;-0.16268104;0.05893393
Simu_lift;7;1000;0.010182321;-0.16110888;0.01268886
Simu_lift;7;1100;0.011322781;-0.16046837;-0.04502504
Simu_lift;7;1200;0.010412297;-0.16191441;-0.07079155
Simu_lift;7;1300;0.010703577;-0.16394177;-0.02782987
Simu_lift;7;1400;0.0110449195;-0.16068943;0.027642434
Simu_lift;7;1500;0.0118084485;-0.1613447;0.05362073
Simu_lift;7;1600;0.010417266;-0.16597636;0.043080892
Simu_lift;7;1700;0.010511295;-0.15896876;0.010773901
Simu_lift;7;1800;0.010532785;-0.15925084;-0.011725435
Simu_lift;7;1900;0.009353999;-0.16579469;-0.023028232
Simu_lift;7;2000;0.008766017;-0.16385679;0.020558877
Simu_lift;7;2100;0.009557156;-0.16398886;0.09537163
Simu_lift;7;2200;0.008722193;-0.16854355;0.093473114
Simu_lift;7;2300;0.008556508;-0.1662325;0.045796998
Simu_lift;7;2400;0.009979237;-0.1647057;-0.056952473
Simu_lift;7;2500;0.009308424;-0.16644895;-0.10073215
Simu_lift;7;2600;0.009473116;-0.1680338;-0.062997475
Simu_lift;7;2700;0.010288551;-0.16137426;-0.01748558
Simu_lift;7;2800;0.0098998705;-0.16275646;0.06249514
Simu_lift;7;2900;0.0098113865;-0.16431664;0.07889805
Simu_lift;7;3000;0.0099349385;-0.1578697;0.06696788
Simu_lift;7;3100;0.011083667;-0.15725608;-0.0027709228
Simu_lift;7;3200;0.010609086;-0.1592532;-0.066318884
Simu_lift;7;3300;0.011084965;-0.15582834;-0.07802503
Simu_lift;7;3400;0.012209644;-0.15563908;-0.043318827
Simu_lift;7;3500;0.013668288;-0.15171261;-0.008886312
Simu_lift;7;3600;0.014142689;-0.15324572;0.007162944
Simu_lift;7;3700;0.015029296;-0.15505606;0.0073289354
Simu_lift;7;3800;0.015045629;-0.15234455;-0.02114581
Simu_lift;7;3900;0.01574751;-0.15424469;-0.019912882
Simu_lift;7;4000;0.0146581745;-0.15694748;-0.0030114586
Simu_lift;8;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;8;100;0.011457965;-0.15930378;0.03961583
Simu_lift;8;200;0.010997666;-0.16095188;0.069864884
Simu_lift;8;300;0.010390406;-0.16286469;0.029485652
Simu_lift;8;400;0.010866031;-0.15973382;-0.016445061
Simu_lift;8;500;0.010556698;-0.16168801;-0.06698947
Simu_lift;8;600;0.010139135;-0.16473384;-0.041589726
Simu_lift;8;700;0.0102676945;-0.16319785;0.027452974
Simu_lift;8;800;0.010995785;-0.1617859;0.089046516
Simu_lift;8;900;0.010098578;-0.16618106;0.076027855
Simu_lift;8;1000;0.010269726;-0.16587295;0.025903327
Simu_lift;8;1100;0.011304662;-0.16567314;-0.059826408
Simu_lift;8;1200;0.010710597;-0.16561846;-0.11552857
Simu_lift;8;1300;0.0093046585;-0.168031;-0.09779095
Simu_lift;8;1400;0.009676513;-0.1651447;-0.029302008
Simu_lift;8;1500;0.0103748385;-0.1656204;0.065879144
Simu_lift;8;1600;0.009084968;-0.16686265;0.12273833
Simu_lift;8;1700;0.008412465;-0.1635259;0.09553989
Simu_lift;8;1800;0.009732607;-0.15710188;0.045383926
Simu_lift;8;1900;0.011228907;-0.15790094;-0.021752564
Simu_lift;8;2000;0.011493681;-0.15957373;-0.055263128
Simu_lift;8;2100;0.011573561;-0.15609138;-0.04324321
Simu_lift;8;2200;0.012058567;-0.15774022;0.010405014
Simu_lift;8;2300;0.013103665;-0.15685016;0.054237664
Simu_lift;8;2400;0.01330217;-0.15716153;0.034747705
Simu_lift;8;2500;0.015382915;-0.15281983;0.024262581
Simu_lift;8;2600;0.017663036;-0.15228382;-0.01245235
Simu_lift;8;2700;0.018551579;-0.15337434;-0.023393743
Simu_lift;8;2800;0.018501211;-0.15358816;-0.012672073
Simu_lift;8;2900;0.016500246;-0.15209617;-0.012983786
Simu_lift;8;3000;0.01643562;-0.15176491;0.015083062
Simu_lift;8;3100;0.016737068;-0.15277937;0.0362147
Simu_lift;8;3200;0.015459008;-0.14980616;0.04883441
Simu_lift;8;3300;0.015551687;-0.14840984;0.046982076
Simu_lift;8;3400;0.016570304;-0.1523595;0.010526516
Simu_lift;8;3500;0.014563701;-0.15240799;0.015292872
Simu_lift;8;3600;0.014482225;-0.15331477;0.028796885
Simu_lift;8;3700;0.014727347;-0.15414225;0.04142661
Simu_lift;8;3800;0.014323811;-0.15499742;0.021097725
Simu_lift;8;3900;0.014555643;-0.15398867;-0.010754672
Simu_lift;8;4000;0.014962247;-0.15468927;-0.025075335
Simu_lift;9;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;9;100;0.011440169;-0.16068245;0.054276403
Simu_lift;9;200;0.011412777;-0.1606874;0.0902471
Simu_lift;9;300;0.010111739;-0.16639134;0.05309576
Simu_lift;9;400;0.010924893;-0.16108203;-0.016874738
Simu_lift;9;500;0.01177846;-0.16357711;-0.07433357
Simu_lift;9;600;0.0091321245;-0.16793999;-0.083034754
Simu_lift;9;700;0.00921349;-0.16389664;-0.035435136
Simu_lift;9;800;0.0100824805;-0.16172798;0.030131293
Simu_lift;9;900;0.008794978;-0.16731882;0.064121105
Simu_lift;9;1000;0.008685323;-0.16486481;0.024774943
Simu_lift;9;1100;0.008649154;-0.16308807;-0.035708487
Simu_lift;9;1200;0.008502861;-0.16736385;-0.07089518
Simu_lift;9;1300;0.008403992;-0.16658896;-0.035136495
Simu_lift;9;1400;0.009231349;-0.16412427;0.034021772
Simu_lift;9;1500;0.009240029;-0.16826674;0.04924795
Simu_lift;9;1600;0.008427675;-0.17153156;0.021339055
Simu_lift;9;1700;0.008135345;-0.16498311;-0.021223439
Simu_lift;9;1800;0.007511166;-0.17068319;-0.064251825
Simu_lift;9;1900;0.006946726;-0.17271388;-0.04168316
Simu_lift;9;2000;0.00801387;-0.16788042;0.037949547
Simu_lift;9;2100;0.008202781;-0.17124137;0.084186845
Simu_lift;9;2200;0.0073063225;-0.17845476;0.04410959
Simu_lift;9;2300;0.007934532;-0.17377393;-0.051086698
Simu_lift;9;2400;0.008122174;-0.1748531;-0.12606151
Simu_lift;9;2500;0.006067683;-0.18082707;-0.11083389
Simu_lift;9;2600;0.006515079;-0.17539954;-0.019313706
Simu_lift;9;2700;0.007624922;-0.17205779;0.07886242
Simu_lift;9;2800;0.0068603535;-0.17475943;0.12220958
Simu_lift;9;2900;0.006661458;-0.17333658;0.0598534
Simu_lift;9;3000;0.007958739;-0.17259279;-0.057018682
Simu_lift;9;3100;0.008321529;-0.17108063;-0.10250867
Simu_lift;9;3200;0.007883872;-0.17267595;-0.085537985
Simu_lift;9;3300;0.00790341;-0.1717639;0.004793373
Simu_lift;9;3400;0.008771498;-0.17385547;0.10252799
Simu_lift;9;3500;0.006985547;-0.17449446;0.1267112
Simu_lift;9;3600;0.0071473937;-0.17093267;0.054903124
Simu_lift;9;3700;0.008032093;-0.16488354;-0.025431218
Simu_lift;9;3800;0.00736595;-0.16986744;-0.08263994
Simu_lift;9;3900;0.008036467;-0.17093706;-0.041872893
Simu_lift;9;4000;0.009005989;-0.16836904;0.043451354
Simu_lift;10;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;10;100;0.01151906;-0.1592886;0.0070299106
Simu_lift;10;200;0.01151984;-0.16182415;0.04471877
Simu_lift;10;300;0.010284509;-0.16624023;0.0094102435
Simu_lift;10;400;0.0108325;-0.16411665;-0.07056825
Simu_lift;10;500;0.00997689;-0.16578098;-0.10082097
Simu_lift;10;600;0.009072931;-0.1708943;-0.07679359
Simu_lift;10;700;0.008474986;-0.16535065;-0.011151966
Simu_lift;10;800;0.008710521;-0.16734537;0.05222052
Simu_lift;10;900;0.0076900516;-0.16849452;0.10119128
Simu_lift;10;1000;0.007992561;-0.1684075;0.012149201
Simu_lift;10;1100;0.0089485;-0.16547374;-0.06352139
Simu_lift;10;1200;0.008798783;-0.16884829;-0.064768
Simu_lift;10;1300;0.009176761;-0.16466767;-0.054986283
Simu_lift;10;1400;0.009520378;-0.15821905;-0.0023314005
Simu_lift;10;1500;0.009918145;-0.16401877;0.048165243
Simu_lift;10;1600;0.009221089;-0.16593012;0.050416306
Simu_lift;10;1700;0.0102185765;-0.1580752;0.040806506
Simu_lift;10;1800;0.010706091;-0.15643793;-0.020955166
Simu_lift;10;1900;0.011208193;-0.15953064;-0.032105885
Simu_lift;10;2000;0.010933401;-0.16032021;0.008933151
Simu_lift;10;2100;0.01194443;-0.15792042;0.05320901
Simu_lift;10;2200;0.0123689985;-0.15827079;0.08433285
Simu_lift;10;2300;0.012096761;-0.16229387;0.048467305
Simu_lift;10;2400;0.011770074;-0.15792362;0.022302313
Simu_lift;10;2500;0.013003167;-0.15739368;-0.032403175
Simu_lift;10;2600;0.012104868;-0.16320735;-0.023216462
Simu_lift;10;2700;0.010874683;-0.16208734;0.0061470554
Simu_lift;10;2800;0.011325937;-0.16214468;0.04623596
Simu_lift;10;2900;0.010108753;-0.16370735;0.086767815
Simu_lift;10;3000;0.009667928;-0.1570097;0.07186046
Simu_lift;10;3100;0.009842789;-0.15639707;0.018107327
Simu_lift;10;3200;0.00984798;-0.16136883;-0.023665851
Simu_lift;10;3300;0.010167341;-0.16142285;-0.030348143
Simu_lift;10;3400;0.010823753;-0.15540023;-0.023955023
Simu_lift;10;3500;0.011081428;-0.15616816;-0.030492917
Simu_lift;10;3600;0.011475232;-0.15708481;-0.046457104
Simu_lift;10;3700;0.011628781;-0.15933757;-0.067688555
Simu_lift;10;3800;0.011082705;-0.16144449;-0.1124045
Simu_lift;10;3900;0.009393429;-0.16201888;-0.06373629
Simu_lift;10;4000;0.009777407;-0.16090603;-0.025601646
Simu_lift;11;0;0.010719265;-0.16044717;-0.023734357
Simu_lift;11;100;0.011472098;-0.15844515;0.010932728
Simu_lift;11;200;0.011271583;-0.16160217;0.03286733
Simu_lift;11;300;0.010422199;-0.16361652;0.0064607817
Simu_lift;11;400;0.010300003;-0.15938422;-0.0038739545
Simu_lift;11;500;0.010471718;-0.16249077;-0.021664703
Simu_lift;11;600;0.009831845;-0.16316882;-0.027648835
Simu_lift;11;700;0.009366493;-0.15929331;0.025889067
Simu_lift;11;800;0.009665278;-0.16335101;0.06629813
Simu_lift;11;900;0.009424408;-0.16148192;0.07285887
Simu_lift;11;1000;0.010360474;-0.15914862;0.022521472
Simu_lift;11;1100;0.011820254;-0.15795477;-0.038832538
Simu_lift;11;1200;0.011159441;-0.15931709;-0.044686068
Simu_lift;11;1300;0.011829054;-0.15822442;-0.027025532
Simu_lift;11;1400;0.012715804;-0.15617841;0.026985092
Simu_lift;11;1500;0.012801373;-0.15815154;0.045851585
Simu_lift;11;1600;0.012333648;-0.16060081;0.019971548
Simu_lift;11;1700;0.012209319;-0.1587039;-0.012573964
Simu_lift;11;1800;0.012585564;-0.15860114;-0.07119305
Simu_lift;11;1900;0.011020737;-0.16663674;-0.027450586
Simu_lift;11;2000;0.010444277;-0.16489112;0.010547978
Simu_lift;11;2100;0.010495396;-0.16246143;0.06794712
Simu_lift;11;2200;0.009994709;-0.16478965;0.09841583
Simu_lift;11;2300;0.008638594;-0.16026922;0.0656775
Simu_lift;11;2400;0.0093312105;-0.1580686;0.0052971467
Simu_lift;11;2500;0.009492692;-0.16239998;-0.032263406
Simu_lift;11;2600;0.009885853;-0.16306114;-0.009713599
Simu_lift;11;2700;0.010743259;-0.16241625;0.071408994
Simu_lift;11;2800;0.011013633;-0.16256668;0.099655226
Simu_lift;11;2900;0.010102604;-0.16462587;0.08575167
Simu_lift;11;3000;0.0111989025;-0.16087891;0.028246453
Simu_lift;11;3100;0.012453191;-0.16067423;-0.029635549
Simu_lift;11;3200;0.01074985;-0.16642398;-0.042696446
Simu_lift;11;3300;0.009370856;-0.16451897;-0.013799931
Simu_lift;11;3400;0.009995987;-0.16050453;0.015823614
